,iyear,imonth,iday,country,country_txt,region,region_txt,provstate,city,latitude,longitude,attacktype1,attacktype1_txt,targtype1,targtype1_txt,natlty1,natlty1_txt,gname,weaptype1,weaptype1_txt,nkill,propextent,propextent_txt
51472,1992,5,16,92,India,6,South Asia,Jammu and Kashmir,Kupwara,34.526179,74.254614,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,1.0,,
51490,1992,5,18,92,India,6,South Asia,Punjab,Kharar,30.748882,76.641358,1,Assassination,22,Violent Political Party,92.0,India,Unknown,5,Firearms,1.0,,
51497,1992,5,18,92,India,6,South Asia,Punjab,Dharamkot,30.941061,75.23323,2,Armed Assault,3,Police,92.0,India,Unknown,5,Firearms,2.0,,
51500,1992,5,18,92,India,6,South Asia,Punjab,Patiala,30.34,76.38,6,Hostage Taking (Kidnapping),10,Journalists & Media,92.0,India,Babbar Khalsa International (BKI),5,Firearms,0.0,,
51531,1992,5,20,92,India,6,South Asia,Madhya Pradesh,Rampura,24.466152,75.441756,2,Armed Assault,3,Police,92.0,India,Smugglers and Elephant Poachers,5,Firearms,5.0,,
51582,1992,5,24,92,India,6,South Asia,Punjab,Mansa,29.999507,75.393681,1,Assassination,1,Business,92.0,India,Sikh Extremists,5,Firearms,5.0,,
51585,1992,5,24,92,India,6,South Asia,Unknown,Kunjikulam,,,3,Bombing/Explosion,10,Journalists & Media,92.0,India,Liberation Tigers of Tamil Eelam (LTTE),6,Explosives,0.0,,
51595,1992,5,25,92,India,6,South Asia,Uttar Pradesh,Rampur District,25.47283,82.570528,1,Assassination,19,Transportation,92.0,India,Sikh Extremists,5,Firearms,5.0,,
51596,1992,5,25,92,India,6,South Asia,Uttar Pradesh,Rampur District,25.47283,82.570528,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,1.0,,
51597,1992,5,25,92,India,6,South Asia,Uttar Pradesh,Rampur,25.47283,82.570528,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,3.0,,
51598,1992,5,25,92,India,6,South Asia,Chhattisgarh,Bilaspur,22.079625,82.139141,1,Assassination,19,Transportation,92.0,India,Sikh Extremists,5,Firearms,2.0,,
51603,1992,5,25,92,India,6,South Asia,Jammu and Kashmir,Sopore,34.288891,74.463715,2,Armed Assault,3,Police,92.0,India,Hizbul Mujahideen (HM),5,Firearms,7.0,,
51666,1992,5,30,92,India,6,South Asia,Punjab,Ludhiana,30.898024,75.860077,3,Bombing/Explosion,3,Police,92.0,India,Sikh Extremists,6,Explosives,6.0,,
51726,1992,6,4,92,India,6,South Asia,Madhya Pradesh,Unknown,22.973423,78.656894,3,Bombing/Explosion,3,Police,92.0,India,Naxalites,6,Explosives,17.0,,
51749,1992,6,6,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Sikh Extremists,13,Unknown,0.0,,
51782,1992,6,10,92,India,6,South Asia,Unknown,Kalikewal,,,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,11.0,,
51833,1992,6,16,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,Assassination,1,Business,92.0,India,Unknown,5,Firearms,1.0,,
51842,1992,6,16,92,India,6,South Asia,West Bengal,Unknown,22.986757,87.854975,9,Unknown,14,Private Citizens & Property,92.0,India,Communist Trade Union Workers,13,Unknown,1.0,,
51924,1992,6,23,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,3.0,,
51935,1992,6,25,92,India,6,South Asia,Unknown,Kilariapur,,,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,9.0,,
52049,1992,7,6,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,1.0,,
52089,1992,7,9,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,1.0,,
52099,1992,7,9,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,4.0,,
52135,1992,7,13,92,India,6,South Asia,Punjab,Amritsar,31.633078,74.878288,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,6.0,,
52176,1992,7,16,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,4,Military,92.0,India,Muslim Militants,5,Firearms,1.0,,
52203,1992,7,19,92,India,6,South Asia,Kerala,Poonthura,8.440951,76.948462,2,Armed Assault,4,Military,92.0,India,Servants of Islam Organization,5,Firearms,0.0,,
52222,1992,7,20,92,India,6,South Asia,Assam,Unknown,26.200605,92.937574,2,Armed Assault,14,Private Citizens & Property,92.0,India,Bodo Militants,5,Firearms,4.0,,
52223,1992,7,20,92,India,6,South Asia,Assam,Unknown,26.200605,92.937574,2,Armed Assault,14,Private Citizens & Property,92.0,India,Bodo Militants,5,Firearms,4.0,,
52224,1992,7,20,92,India,6,South Asia,Kerala,Thiruvananthapuram,8.496142,76.943725,2,Armed Assault,14,Private Citizens & Property,92.0,India,Muslim Militants,5,Firearms,2.0,,
52358,1992,7,30,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,3,Bombing/Explosion,2,Government (General),92.0,India,Kashmiri extremists,6,Explosives,0.0,,
52391,1992,8,2,92,India,6,South Asia,Uttar Pradesh,Pilibhit,28.620794,79.812865,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,29.0,,
52399,1992,8,2,92,India,6,South Asia,Jammu and Kashmir,Gulmarg,34.047272,74.385853,2,Armed Assault,4,Military,92.0,India,Kashmiri extremists,5,Firearms,1.0,,
52411,1992,8,3,92,India,6,South Asia,Uttar Pradesh,Raebareli,26.23453,81.240869,3,Bombing/Explosion,15,Religious Figures/Institutions,92.0,India,Unknown,6,Explosives,2.0,,
52422,1992,8,3,92,India,6,South Asia,Punjab,Batala,31.8186,75.2028,3,Bombing/Explosion,4,Military,92.0,India,Babbar Khalsa International (BKI),6,Explosives,7.0,,
52427,1992,8,3,92,India,6,South Asia,Jammu and Kashmir,Unknown,33.778175,76.576171,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Unknown,5,Firearms,0.0,,
52442,1992,8,4,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,6,Hostage Taking (Kidnapping),4,Military,92.0,India,Jammu and Kashmir Liberation Front,5,Firearms,2.0,,
52459,1992,8,5,92,India,6,South Asia,Assam,Mahur,25.181797,93.119019,2,Armed Assault,3,Police,92.0,India,National Socialist Council of Nagaland,5,Firearms,13.0,,
52495,1992,8,9,92,India,6,South Asia,Punjab,Barnala,30.381945,75.546798,2,Armed Assault,3,Police,92.0,India,Sikh Extremists,5,Firearms,14.0,,
52496,1992,8,9,92,India,6,South Asia,Punjab,Barnala,30.381945,75.546798,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,5.0,,
52497,1992,8,9,92,India,6,South Asia,Punjab,Barnala,30.381945,75.546798,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,5.0,,
52498,1992,8,9,92,India,6,South Asia,Punjab,Barnala,30.381945,75.546798,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,5.0,,
52540,1992,8,13,92,India,6,South Asia,Punjab,Tarsikka,31.638549,75.135566,1,Assassination,3,Police,92.0,India,Unknown,5,Firearms,2.0,,
52541,1992,8,13,92,India,6,South Asia,Punjab,Unknown,31.147131,75.341218,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,5.0,,
52542,1992,8,13,92,India,6,South Asia,Punjab,Hoshiapur,31.534899,75.910571,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,3.0,,
52548,1992,8,13,92,India,6,South Asia,Nagaland,Unknown,26.158435,94.562443,2,Armed Assault,2,Government (General),92.0,India,National Socialist Council of Nagaland,5,Firearms,13.0,,
52550,1992,8,13,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,6,Hostage Taking (Kidnapping),1,Business,92.0,India,Unknown,5,Firearms,1.0,,
52638,1992,8,20,92,India,6,South Asia,Mizoram,Sailen,22.684372,92.721692,2,Armed Assault,3,Police,92.0,India,National Socialist Council of Nagaland,5,Firearms,6.0,,
52682,1992,8,24,92,India,6,South Asia,Andhra Pradesh,Gudur,14.146319,79.850389,1,Assassination,2,Government (General),92.0,India,People's War Group (PWG),5,Firearms,4.0,,
52704,1992,8,26,92,India,6,South Asia,Uttar Pradesh,Babrala,28.263681,78.403733,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,7.0,,
52719,1992,8,26,92,India,6,South Asia,Jammu and Kashmir,Jammu,32.726602,74.857026,3,Bombing/Explosion,4,Military,92.0,India,Unknown,6,Explosives,0.0,,
52749,1992,8,30,92,India,6,South Asia,Unknown,Kila Shahpur,,,3,Bombing/Explosion,2,Government (General),92.0,India,Naxalites,6,Explosives,0.0,,
52759,1992,8,31,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,Assassination,8,Educational Institution,92.0,India,Kashmiri extremists,5,Firearms,1.0,,
52763,1992,8,31,92,India,6,South Asia,Maharashtra,Sandhan,19.513906,73.686418,2,Armed Assault,3,Police,92.0,India,Kashmiri extremists,5,Firearms,5.0,,
52767,1992,8,31,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,6,Hostage Taking (Kidnapping),8,Educational Institution,92.0,India,Kashmiri extremists,13,Unknown,0.0,,
52791,1992,9,2,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,4,Military,92.0,India,Kashmiri extremists,5,Firearms,3.0,,
52792,1992,9,2,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,4,Military,92.0,India,Kashmiri extremists,5,Firearms,6.0,,
52822,1992,9,4,92,India,6,South Asia,Andhra Pradesh,Unknown,15.9129,79.739988,3,Bombing/Explosion,3,Police,92.0,India,People's War Group (PWG),6,Explosives,11.0,,
52947,1992,9,10,92,India,6,South Asia,Meghalaya,Shillong,25.578773,91.893254,2,Armed Assault,3,Police,92.0,India,Khasi Students Union,5,Firearms,1.0,,
52948,1992,9,10,92,India,6,South Asia,Mizoram,Aizawl,23.727107,92.717639,8,Unarmed Assault,1,Business,92.0,India,Khasi Students Union,12,Other,0.0,,
52967,1992,9,11,92,India,6,South Asia,Jammu and Kashmir,Sopore,34.288891,74.463715,2,Armed Assault,4,Military,92.0,India,Kashmiri extremists,5,Firearms,6.0,,
52985,1992,9,13,92,India,6,South Asia,Uttar Pradesh,Dadri,28.552546,77.555003,1,Assassination,2,Government (General),92.0,India,Unknown,13,Unknown,1.0,,
53009,1992,9,15,92,India,6,South Asia,Jharkhand,Ranchi,23.369968,85.325012,2,Armed Assault,19,Transportation,92.0,India,Unknown,8,Incendiary,0.0,,
53010,1992,9,15,92,India,6,South Asia,Jharkhand,Singhbum District,23.610181,85.279935,2,Armed Assault,19,Transportation,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
53011,1992,9,15,92,India,6,South Asia,Jharkhand,Jamshedpur,22.804567,86.202875,2,Armed Assault,14,Private Citizens & Property,92.0,India,Unknown,8,Incendiary,0.0,3.0,Minor (likely < $1 million)
53015,1992,9,15,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,14,Private Citizens & Property,92.0,India,Kashmiri extremists,5,Firearms,0.0,,
53020,1992,9,16,92,India,6,South Asia,Jharkhand,Ranchi,23.369968,85.325012,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,0.0,,
53026,1992,9,17,92,India,6,South Asia,Bihar,Unknown,25.096074,85.313119,3,Bombing/Explosion,19,Transportation,92.0,India,Jharkhand Tribal Forces,6,Explosives,0.0,,
53057,1992,9,19,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,Assassination,4,Military,92.0,India,Muslim Brotherhood,5,Firearms,4.0,,
53123,1992,9,23,92,India,6,South Asia,Uttar Pradesh,Unknown,26.846709,80.946159,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,5,Firearms,0.0,,
53132,1992,9,23,92,India,6,South Asia,Uttar Pradesh,Unknown,26.846709,80.946159,3,Bombing/Explosion,3,Police,92.0,India,Sikh Extremists,6,Explosives,7.0,,
53155,1992,9,24,92,India,6,South Asia,Punjab,Darapur,30.843352,74.960368,9,Unknown,4,Military,92.0,India,Sikh Extremists,13,Unknown,5.0,,
53188,1992,9,28,92,India,6,South Asia,Punjab,Pathankot,32.264338,75.642112,3,Bombing/Explosion,19,Transportation,92.0,India,Sikh Extremists,6,Explosives,4.0,,
53237,1992,10,2,92,India,6,South Asia,Jammu and Kashmir,Udhampur district,32.925224,75.135264,2,Armed Assault,4,Military,92.0,India,Unknown,5,Firearms,2.0,,
53254,1992,10,4,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,4,Military,92.0,India,Unknown,5,Firearms,4.0,,
53255,1992,10,4,92,India,6,South Asia,Rajasthan,Sri Ganganagar,29.918738,73.87504,2,Armed Assault,3,Police,92.0,India,Unknown,5,Firearms,4.0,,
53277,1992,10,6,92,India,6,South Asia,Bihar,Unknown,25.096074,85.313119,9,Unknown,15,Religious Figures/Institutions,92.0,India,Muslim Militants,13,Unknown,4.0,,
53290,1992,10,7,92,India,6,South Asia,Tripura,Unknown,23.940848,91.988153,2,Armed Assault,3,Police,92.0,India,All Tripura Tiger Force (ATTF),5,Firearms,4.0,,
53295,1992,10,7,92,India,6,South Asia,Delhi,Delhi,28.690073,77.213982,3,Bombing/Explosion,19,Transportation,92.0,India,Muslim Separatists,6,Explosives,11.0,,
53318,1992,10,9,92,India,6,South Asia,Unknown,Ratzul,,,2,Armed Assault,3,Police,92.0,India,National Socialist Council of Nagaland,5,Firearms,4.0,,
53326,1992,10,9,92,India,6,South Asia,Uttaranchal,Joshimath,30.554408,79.565873,1,Assassination,14,Private Citizens & Property,216.0,Great Britain,Unknown,13,Unknown,2.0,,
53342,1992,10,10,92,India,6,South Asia,Punjab,Chak Gujran,31.507222,75.848889,2,Armed Assault,3,Police,92.0,India,National Liberation Front of Tripura (NLFT),5,Firearms,16.0,,
53422,1992,10,13,92,India,6,South Asia,Punjab,Jalandhar,31.326015,75.576183,1,Assassination,2,Government (General),92.0,India,Sikh Extremists,13,Unknown,2.0,,
53432,1992,10,13,92,India,6,South Asia,Assam,Unknown,26.200605,92.937574,3,Bombing/Explosion,19,Transportation,92.0,India,National Democratic Front of Bodoland (NDFB),6,Explosives,18.0,,
53480,1992,10,16,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,6,Hostage Taking (Kidnapping),2,Government (General),92.0,India,Al-Umar Mujahideen,5,Firearms,1.0,,
53490,1992,10,17,92,India,6,South Asia,Punjab,Panjwar,31.453927,74.781861,1,Assassination,3,Police,92.0,India,Sikh Extremists,5,Firearms,6.0,,
53523,1992,10,20,92,India,6,South Asia,Jammu and Kashmir,Sangam,33.827506,75.072066,2,Armed Assault,4,Military,92.0,India,Unknown,5,Firearms,2.0,,
53538,1992,10,21,92,India,6,South Asia,Assam,Unknown,26.200605,92.937574,2,Armed Assault,1,Business,92.0,India,Bodo Militants,5,Firearms,4.0,,
53539,1992,10,21,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,1.0,,
53543,1992,10,21,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,Assassination,3,Police,92.0,India,Unknown,5,Firearms,1.0,,
53604,1992,10,24,92,India,6,South Asia,Andhra Pradesh,Chintapalle,17.867895,82.352578,3,Bombing/Explosion,1,Business,92.0,India,People's War Group (PWG),6,Explosives,0.0,,
53639,1992,10,26,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Muslim Militants,5,Firearms,0.0,,
53652,1992,10,27,92,India,6,South Asia,Andhra Pradesh,Donkarayi,17.929636,81.799206,3,Bombing/Explosion,3,Police,92.0,India,People's War Group (PWG),6,Explosives,6.0,,
53653,1992,10,27,92,India,6,South Asia,Manipur,Imphal,24.798346,93.94043,3,Bombing/Explosion,3,Police,92.0,India,Unknown,6,Explosives,1.0,,
53668,1992,10,28,92,India,6,South Asia,Jammu and Kashmir,Bandipora,34.419539,74.63827,2,Armed Assault,3,Police,92.0,India,Muslim Militants,5,Firearms,2.0,,
53669,1992,10,28,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Muslim Militants,5,Firearms,0.0,,
53686,1992,10,29,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,3,Police,92.0,India,Muslim Militants,5,Firearms,4.0,,
53699,1992,10,30,92,India,6,South Asia,Punjab,Jagraon,30.79503,75.476073,2,Armed Assault,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,18.0,,
53700,1992,10,30,92,India,6,South Asia,Punjab,Payal,30.723455,76.060929,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,8.0,,
53721,1992,10,31,92,India,6,South Asia,Jammu and Kashmir,Jammu,32.726602,74.857026,3,Bombing/Explosion,19,Transportation,92.0,India,Muslim Separatists,6,Explosives,17.0,3.0,Minor (likely < $1 million)
53750,1992,11,2,92,India,6,South Asia,West Bengal,Murshidabad District,24.18,88.27,7,Facility/Infrastructure Attack,2,Government (General),92.0,India,Bharatiya Janata Party,8,Incendiary,0.0,,
54105,1992,11,19,92,India,6,South Asia,Delhi,Delhi,28.690073,77.213982,1,Assassination,2,Government (General),92.0,India,Unknown,5,Firearms,0.0,,
54147,1992,11,21,92,India,6,South Asia,Assam,Guwahati,26.149794,91.763931,3,Bombing/Explosion,19,Transportation,92.0,India,National Democratic Front of Bodoland (NDFB),6,Explosives,38.0,,
54148,1992,11,21,92,India,6,South Asia,Assam,Guwahati,26.149794,91.763931,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,National Democratic Front of Bodoland (NDFB),6,Explosives,2.0,,
54164,1992,11,22,92,India,6,South Asia,Punjab,Mettewal,31.749167,75.471389,1,Assassination,14,Private Citizens & Property,92.0,India,Sikh Extremists,5,Firearms,7.0,,
54167,1992,11,22,92,India,6,South Asia,Assam,Bilasipara,26.22976,90.230403,3,Bombing/Explosion,19,Transportation,92.0,India,Bodo Militants,6,Explosives,0.0,,
54255,1992,11,30,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,2,Armed Assault,4,Military,92.0,India,Kashmiri extremists,5,Firearms,30.0,,
54266,1992,12,1,92,India,6,South Asia,Andhra Pradesh,Karimanagar district,18.438555,79.128841,2,Armed Assault,3,Police,92.0,India,Naxalites,5,Firearms,6.0,,
54288,1992,12,1,92,India,6,South Asia,Punjab,Sidhwan,31.097911,75.528524,2,Armed Assault,19,Transportation,92.0,India,Khalistan Liberation Force,5,Firearms,16.0,,
54289,1992,12,2,92,India,6,South Asia,Madhya Pradesh,Vijaypura,26.053829,77.36905,3,Bombing/Explosion,19,Transportation,92.0,India,Unknown,6,Explosives,0.0,,
54290,1992,12,2,92,India,6,South Asia,Jammu and Kashmir,Bishnah,32.611539,74.854896,3,Bombing/Explosion,14,Private Citizens & Property,92.0,India,Unknown,6,Explosives,1.0,,
54291,1992,12,2,92,India,6,South Asia,Punjab,Gatta Badshah,31.143567,74.906262,2,Armed Assault,3,Police,92.0,India,Bhinderanwale Tiger Force of Khalistan (BTHK),5,Firearms,19.0,,
54346,1992,12,5,92,India,6,South Asia,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,Assassination,14,Private Citizens & Property,92.0,India,Unknown,5,Firearms,1.0,,
54357,1992,12,6,92,India,6,South Asia,Uttar Pradesh,Ayodhya,26.8,82.2,9,Unknown,15,Religious Figures/Institutions,92.0,India,Hindu extremists,13,Unknown,5.0,,
54368,1992,12,7,92,India,6,South Asia,Madhya Pradesh,Unknown,22.973423,78.656894,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,92.0,India,Muslim Militants,8,Incendiary,0.0,,
54369,1992,12,7,92,India,6,South Asia,West Bengal,Unknown,22.986757,87.854975,7,Facility/Infrastructure Attack,15,Religious Figures/Institutions,92.0,India,Muslim Militants,8,Incendiary,0.0,,
54379,1992,12,7,92,India,6,South Asia,Rajasthan,Jaipur,26.912434,75.787271,9,Unknown,14,Private Citizens & Property,92.0,India,Muslim Militants,13,Unknown,17.0,,
54380,1992,12,7,92,India,6,South Asia,Andhra Pradesh,Hyderabad,17.385044,78.486671,2,Armed Assault,14,Private Citizens & Property,92.0,India,Muslim Militants,9,Melee,0.0,,
54381,1992,12,7,92,India,6,South Asia,Gujarat,Unknown,22.258652,71.192381,2,Armed Assault,14,Private Citizens & Property,92.0,India,Muslim Militants,9,Melee,27.0,,
54382,1992,12,7,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,8,Unarmed Assault,2,Government (General),216.0,Great Britain,Hindu extremists,9,Melee,0.0,,
54411,1992,12,8,92,India,6,South Asia,Assam,Doboka,26.116468,92.86374,7,Facility/Infrastructure Attack,14,Private Citizens & Property,92.0,India,Hindu extremists,8,Incendiary,18.0,,
54413,1992,12,8,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,9,Unknown,7,Government (Diplomatic),94.0,Iran,Unknown,13,Unknown,0.0,,
54414,1992,12,8,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,2,Armed Assault,14,Private Citizens & Property,92.0,India,Muslim Militants,8,Incendiary,115.0,,
54438,1992,12,9,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,8,Unarmed Assault,7,Government (Diplomatic),38.0,Canada,Unknown,9,Melee,0.0,,
54439,1992,12,9,92,India,6,South Asia,Assam,Unknown,26.200605,92.937574,9,Unknown,14,Private Citizens & Property,92.0,India,Muslims,13,Unknown,61.0,,
54440,1992,12,9,92,India,6,South Asia,Maharashtra,Bombay,19.075984,72.877656,8,Unarmed Assault,14,Private Citizens & Property,217.0,United States,Unknown,9,Melee,0.0,,
